
---------- Begin Simulation Statistics ----------
simSeconds                                   0.062394                       # Number of seconds simulated (Second)
simTicks                                  62393801064                       # Number of ticks simulated (Tick)
finalTick                                 62393801064                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1091.89                       # Real time elapsed on the host (Second)
hostTickRate                                 57142731                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     715808                       # Number of bytes of host memory used (Byte)
simInsts                                    430328309                       # Number of instructions simulated (Count)
simOps                                      430330095                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   394112                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     394113                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       167534643                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      258098810                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                    5185                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     252910974                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 40709                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            11968799                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          9462959                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved                892                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          167296497                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              1.511753                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             1.847162                       # Number of insts issued each cycle (Count)
system.cpu0.iew.dispatchedInsts             258103995                       # Number of instructions dispatched to IQ (Count)
system.cpu0.iew.dispSquashedInsts              343511                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu0.iew.dispLoadInsts                56660988                       # Number of dispatched load instructions (Count)
system.cpu0.iew.dispStoreInsts               21587941                       # Number of dispatched store instructions (Count)
system.cpu0.iew.dispNonSpecInsts                 3013                       # Number of dispatched non-speculative instructions (Count)
system.cpu0.iew.iqFullEvents                   122657                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu0.iew.lsqFullEvents                 7841102                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu0.iew.memOrderViolationEvents          9202                       # Number of memory order violations (Count)
system.cpu0.iew.predictedTakenIncorrect        290416                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu0.iew.predictedNotTakenIncorrect       141914                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu0.iew.branchMispredicts              432330                       # Number of branch mispredicts detected at execute (Count)
system.cpu0.iew.instsToCommit               251682397                       # Cumulative count of insts sent to commit (Count)
system.cpu0.iew.writebackCount              251528413                       # Cumulative count of insts written-back (Count)
system.cpu0.iew.producerInst                165342940                       # Number of instructions producing a value (Count)
system.cpu0.iew.consumerInst                201403158                       # Number of instructions consuming a value (Count)
system.cpu0.iew.wbRate                       1.501352                       # Insts written-back per cycle ((Count/Cycle))
system.cpu0.iew.wbFanout                     0.820955                       # Average fanout of values written-back ((Count/Count))
system.cpu0.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu0.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  62393801064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  62393801064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.l2.demandHits::cpu0.inst              170                       # number of demand (read+write) hits (Count)
system.cpu0.l2.demandHits::cpu0.data          1325583                       # number of demand (read+write) hits (Count)
system.cpu0.l2.demandHits::total              1325753                       # number of demand (read+write) hits (Count)
system.cpu0.l2.overallHits::cpu0.inst             170                       # number of overall hits (Count)
system.cpu0.l2.overallHits::cpu0.data         1325583                       # number of overall hits (Count)
system.cpu0.l2.overallHits::total             1325753                       # number of overall hits (Count)
system.cpu0.l2.demandMisses::cpu0.inst           1793                       # number of demand (read+write) misses (Count)
system.cpu0.l2.demandMisses::cpu0.data         429309                       # number of demand (read+write) misses (Count)
system.cpu0.l2.demandMisses::total             431102                       # number of demand (read+write) misses (Count)
system.cpu0.l2.overallMisses::cpu0.inst          1793                       # number of overall misses (Count)
system.cpu0.l2.overallMisses::cpu0.data        429309                       # number of overall misses (Count)
system.cpu0.l2.overallMisses::total            431102                       # number of overall misses (Count)
system.cpu0.l2.demandMissLatency::cpu0.inst    170120496                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2.demandMissLatency::cpu0.data  36154851558                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2.demandMissLatency::total   36324972054                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2.overallMissLatency::cpu0.inst    170120496                       # number of overall miss ticks (Tick)
system.cpu0.l2.overallMissLatency::cpu0.data  36154851558                       # number of overall miss ticks (Tick)
system.cpu0.l2.overallMissLatency::total  36324972054                       # number of overall miss ticks (Tick)
system.cpu0.l2.demandAccesses::cpu0.inst         1963                       # number of demand (read+write) accesses (Count)
system.cpu0.l2.demandAccesses::cpu0.data      1754892                       # number of demand (read+write) accesses (Count)
system.cpu0.l2.demandAccesses::total          1756855                       # number of demand (read+write) accesses (Count)
system.cpu0.l2.overallAccesses::cpu0.inst         1963                       # number of overall (read+write) accesses (Count)
system.cpu0.l2.overallAccesses::cpu0.data      1754892                       # number of overall (read+write) accesses (Count)
system.cpu0.l2.overallAccesses::total         1756855                       # number of overall (read+write) accesses (Count)
system.cpu0.l2.demandMissRate::cpu0.inst     0.913398                       # miss rate for demand accesses (Ratio)
system.cpu0.l2.demandMissRate::cpu0.data     0.244636                       # miss rate for demand accesses (Ratio)
system.cpu0.l2.demandMissRate::total         0.245383                       # miss rate for demand accesses (Ratio)
system.cpu0.l2.overallMissRate::cpu0.inst     0.913398                       # miss rate for overall accesses (Ratio)
system.cpu0.l2.overallMissRate::cpu0.data     0.244636                       # miss rate for overall accesses (Ratio)
system.cpu0.l2.overallMissRate::total        0.245383                       # miss rate for overall accesses (Ratio)
system.cpu0.l2.demandAvgMissLatency::cpu0.inst 94880.365867                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2.demandAvgMissLatency::cpu0.data 84216.383905                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2.demandAvgMissLatency::total 84260.736564                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2.overallAvgMissLatency::cpu0.inst 94880.365867                       # average overall miss latency ((Tick/Count))
system.cpu0.l2.overallAvgMissLatency::cpu0.data 84216.383905                       # average overall miss latency ((Tick/Count))
system.cpu0.l2.overallAvgMissLatency::total 84260.736564                       # average overall miss latency ((Tick/Count))
system.cpu0.l2.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.cpu0.l2.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.l2.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.cpu0.l2.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.l2.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.l2.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.l2.writebacks::writebacks          311245                       # number of writebacks (Count)
system.cpu0.l2.writebacks::total               311245                       # number of writebacks (Count)
system.cpu0.l2.demandMshrMisses::cpu0.inst         1793                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2.demandMshrMisses::cpu0.data       429309                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2.demandMshrMisses::total         431102                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2.overallMshrMisses::cpu0.inst         1793                       # number of overall MSHR misses (Count)
system.cpu0.l2.overallMshrMisses::cpu0.data       429309                       # number of overall MSHR misses (Count)
system.cpu0.l2.overallMshrMisses::total        431102                       # number of overall MSHR misses (Count)
system.cpu0.l2.demandMshrMissLatency::cpu0.inst    157332756                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2.demandMshrMissLatency::cpu0.data  33089578158                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2.demandMshrMissLatency::total  33246910914                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2.overallMshrMissLatency::cpu0.inst    157332756                       # number of overall MSHR miss ticks (Tick)
system.cpu0.l2.overallMshrMissLatency::cpu0.data  33089578158                       # number of overall MSHR miss ticks (Tick)
system.cpu0.l2.overallMshrMissLatency::total  33246910914                       # number of overall MSHR miss ticks (Tick)
system.cpu0.l2.demandMshrMissRate::cpu0.inst     0.913398                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.l2.demandMshrMissRate::cpu0.data     0.244636                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.l2.demandMshrMissRate::total     0.245383                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.l2.overallMshrMissRate::cpu0.inst     0.913398                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.l2.overallMshrMissRate::cpu0.data     0.244636                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.l2.overallMshrMissRate::total     0.245383                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.l2.demandAvgMshrMissLatency::cpu0.inst 87748.330173                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.l2.demandAvgMshrMissLatency::cpu0.data 77076.367274                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.l2.demandAvgMshrMissLatency::total 77120.753126                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.l2.overallAvgMshrMissLatency::cpu0.inst 87748.330173                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.l2.overallAvgMshrMissLatency::cpu0.data 77076.367274                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.l2.overallAvgMshrMissLatency::total 77120.753126                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.l2.replacements                    407152                       # number of replacements (Count)
system.cpu0.l2.CleanEvict.mshrMisses::writebacks            3                       # number of CleanEvict MSHR misses (Count)
system.cpu0.l2.CleanEvict.mshrMisses::total            3                       # number of CleanEvict MSHR misses (Count)
system.cpu0.l2.CleanEvict.mshrMissRate::writebacks          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.cpu0.l2.CleanEvict.mshrMissRate::total          inf                       # mshr miss rate for CleanEvict accesses (Ratio)
system.cpu0.l2.InvalidateReq.hits::cpu0.data           49                       # number of InvalidateReq hits (Count)
system.cpu0.l2.InvalidateReq.hits::total           49                       # number of InvalidateReq hits (Count)
system.cpu0.l2.InvalidateReq.misses::cpu0.data         8550                       # number of InvalidateReq misses (Count)
system.cpu0.l2.InvalidateReq.misses::total         8550                       # number of InvalidateReq misses (Count)
system.cpu0.l2.InvalidateReq.accesses::cpu0.data         8599                       # number of InvalidateReq accesses(hits+misses) (Count)
system.cpu0.l2.InvalidateReq.accesses::total         8599                       # number of InvalidateReq accesses(hits+misses) (Count)
system.cpu0.l2.InvalidateReq.missRate::cpu0.data     0.994302                       # miss rate for InvalidateReq accesses (Ratio)
system.cpu0.l2.InvalidateReq.missRate::total     0.994302                       # miss rate for InvalidateReq accesses (Ratio)
system.cpu0.l2.InvalidateReq.mshrMisses::cpu0.data         8550                       # number of InvalidateReq MSHR misses (Count)
system.cpu0.l2.InvalidateReq.mshrMisses::total         8550                       # number of InvalidateReq MSHR misses (Count)
system.cpu0.l2.InvalidateReq.mshrMissLatency::cpu0.data    267939924                       # number of InvalidateReq MSHR miss ticks (Tick)
system.cpu0.l2.InvalidateReq.mshrMissLatency::total    267939924                       # number of InvalidateReq MSHR miss ticks (Tick)
system.cpu0.l2.InvalidateReq.mshrMissRate::cpu0.data     0.994302                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.cpu0.l2.InvalidateReq.mshrMissRate::total     0.994302                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.cpu0.l2.InvalidateReq.avgMshrMissLatency::cpu0.data 31338.002807                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.cpu0.l2.InvalidateReq.avgMshrMissLatency::total 31338.002807                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.cpu0.l2.ReadCleanReq.hits::cpu0.inst          170                       # number of ReadCleanReq hits (Count)
system.cpu0.l2.ReadCleanReq.hits::total           170                       # number of ReadCleanReq hits (Count)
system.cpu0.l2.ReadCleanReq.misses::cpu0.inst         1793                       # number of ReadCleanReq misses (Count)
system.cpu0.l2.ReadCleanReq.misses::total         1793                       # number of ReadCleanReq misses (Count)
system.cpu0.l2.ReadCleanReq.missLatency::cpu0.inst    170120496                       # number of ReadCleanReq miss ticks (Tick)
system.cpu0.l2.ReadCleanReq.missLatency::total    170120496                       # number of ReadCleanReq miss ticks (Tick)
system.cpu0.l2.ReadCleanReq.accesses::cpu0.inst         1963                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.cpu0.l2.ReadCleanReq.accesses::total         1963                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.cpu0.l2.ReadCleanReq.missRate::cpu0.inst     0.913398                       # miss rate for ReadCleanReq accesses (Ratio)
system.cpu0.l2.ReadCleanReq.missRate::total     0.913398                       # miss rate for ReadCleanReq accesses (Ratio)
system.cpu0.l2.ReadCleanReq.avgMissLatency::cpu0.inst 94880.365867                       # average ReadCleanReq miss latency ((Tick/Count))
system.cpu0.l2.ReadCleanReq.avgMissLatency::total 94880.365867                       # average ReadCleanReq miss latency ((Tick/Count))
system.cpu0.l2.ReadCleanReq.mshrMisses::cpu0.inst         1793                       # number of ReadCleanReq MSHR misses (Count)
system.cpu0.l2.ReadCleanReq.mshrMisses::total         1793                       # number of ReadCleanReq MSHR misses (Count)
system.cpu0.l2.ReadCleanReq.mshrMissLatency::cpu0.inst    157332756                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.cpu0.l2.ReadCleanReq.mshrMissLatency::total    157332756                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.cpu0.l2.ReadCleanReq.mshrMissRate::cpu0.inst     0.913398                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.cpu0.l2.ReadCleanReq.mshrMissRate::total     0.913398                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.cpu0.l2.ReadCleanReq.avgMshrMissLatency::cpu0.inst 87748.330173                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.cpu0.l2.ReadCleanReq.avgMshrMissLatency::total 87748.330173                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.cpu0.l2.ReadExReq.hits::cpu0.data        68544                       # number of ReadExReq hits (Count)
system.cpu0.l2.ReadExReq.hits::total            68544                       # number of ReadExReq hits (Count)
system.cpu0.l2.ReadExReq.misses::cpu0.data       237092                       # number of ReadExReq misses (Count)
system.cpu0.l2.ReadExReq.misses::total         237092                       # number of ReadExReq misses (Count)
system.cpu0.l2.ReadExReq.missLatency::cpu0.data  22084575135                       # number of ReadExReq miss ticks (Tick)
system.cpu0.l2.ReadExReq.missLatency::total  22084575135                       # number of ReadExReq miss ticks (Tick)
system.cpu0.l2.ReadExReq.accesses::cpu0.data       305636                       # number of ReadExReq accesses(hits+misses) (Count)
system.cpu0.l2.ReadExReq.accesses::total       305636                       # number of ReadExReq accesses(hits+misses) (Count)
system.cpu0.l2.ReadExReq.missRate::cpu0.data     0.775733                       # miss rate for ReadExReq accesses (Ratio)
system.cpu0.l2.ReadExReq.missRate::total     0.775733                       # miss rate for ReadExReq accesses (Ratio)
system.cpu0.l2.ReadExReq.avgMissLatency::cpu0.data 93147.702727                       # average ReadExReq miss latency ((Tick/Count))
system.cpu0.l2.ReadExReq.avgMissLatency::total 93147.702727                       # average ReadExReq miss latency ((Tick/Count))
system.cpu0.l2.ReadExReq.mshrMisses::cpu0.data       237092                       # number of ReadExReq MSHR misses (Count)
system.cpu0.l2.ReadExReq.mshrMisses::total       237092                       # number of ReadExReq MSHR misses (Count)
system.cpu0.l2.ReadExReq.mshrMissLatency::cpu0.data  20391731115                       # number of ReadExReq MSHR miss ticks (Tick)
system.cpu0.l2.ReadExReq.mshrMissLatency::total  20391731115                       # number of ReadExReq MSHR miss ticks (Tick)
system.cpu0.l2.ReadExReq.mshrMissRate::cpu0.data     0.775733                       # mshr miss rate for ReadExReq accesses (Ratio)
system.cpu0.l2.ReadExReq.mshrMissRate::total     0.775733                       # mshr miss rate for ReadExReq accesses (Ratio)
system.cpu0.l2.ReadExReq.avgMshrMissLatency::cpu0.data 86007.672612                       # average ReadExReq mshr miss latency ((Tick/Count))
system.cpu0.l2.ReadExReq.avgMshrMissLatency::total 86007.672612                       # average ReadExReq mshr miss latency ((Tick/Count))
system.cpu0.l2.ReadSharedReq.hits::cpu0.data      1257039                       # number of ReadSharedReq hits (Count)
system.cpu0.l2.ReadSharedReq.hits::total      1257039                       # number of ReadSharedReq hits (Count)
system.cpu0.l2.ReadSharedReq.misses::cpu0.data       192217                       # number of ReadSharedReq misses (Count)
system.cpu0.l2.ReadSharedReq.misses::total       192217                       # number of ReadSharedReq misses (Count)
system.cpu0.l2.ReadSharedReq.missLatency::cpu0.data  14070276423                       # number of ReadSharedReq miss ticks (Tick)
system.cpu0.l2.ReadSharedReq.missLatency::total  14070276423                       # number of ReadSharedReq miss ticks (Tick)
system.cpu0.l2.ReadSharedReq.accesses::cpu0.data      1449256                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.cpu0.l2.ReadSharedReq.accesses::total      1449256                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.cpu0.l2.ReadSharedReq.missRate::cpu0.data     0.132632                       # miss rate for ReadSharedReq accesses (Ratio)
system.cpu0.l2.ReadSharedReq.missRate::total     0.132632                       # miss rate for ReadSharedReq accesses (Ratio)
system.cpu0.l2.ReadSharedReq.avgMissLatency::cpu0.data 73199.958500                       # average ReadSharedReq miss latency ((Tick/Count))
system.cpu0.l2.ReadSharedReq.avgMissLatency::total 73199.958500                       # average ReadSharedReq miss latency ((Tick/Count))
system.cpu0.l2.ReadSharedReq.mshrMisses::cpu0.data       192217                       # number of ReadSharedReq MSHR misses (Count)
system.cpu0.l2.ReadSharedReq.mshrMisses::total       192217                       # number of ReadSharedReq MSHR misses (Count)
system.cpu0.l2.ReadSharedReq.mshrMissLatency::cpu0.data  12697847043                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.cpu0.l2.ReadSharedReq.mshrMissLatency::total  12697847043                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.cpu0.l2.ReadSharedReq.mshrMissRate::cpu0.data     0.132632                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.cpu0.l2.ReadSharedReq.mshrMissRate::total     0.132632                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.cpu0.l2.ReadSharedReq.avgMshrMissLatency::cpu0.data 66059.958500                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.cpu0.l2.ReadSharedReq.avgMshrMissLatency::total 66059.958500                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeFailReq.missLatency::cpu0.data        84252                       # number of SCUpgradeFailReq miss ticks (Tick)
system.cpu0.l2.SCUpgradeFailReq.missLatency::total        84252                       # number of SCUpgradeFailReq miss ticks (Tick)
system.cpu0.l2.SCUpgradeFailReq.avgMissLatency::cpu0.data          inf                       # average SCUpgradeFailReq miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeFailReq.avgMissLatency::total          inf                       # average SCUpgradeFailReq miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeFailReq.mshrMissLatency::cpu0.data        69972                       # number of SCUpgradeFailReq MSHR miss ticks (Tick)
system.cpu0.l2.SCUpgradeFailReq.mshrMissLatency::total        69972                       # number of SCUpgradeFailReq MSHR miss ticks (Tick)
system.cpu0.l2.SCUpgradeFailReq.avgMshrMissLatency::cpu0.data          inf                       # average SCUpgradeFailReq mshr miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeFailReq.avgMshrMissLatency::total          inf                       # average SCUpgradeFailReq mshr miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeReq.hits::cpu0.data            3                       # number of SCUpgradeReq hits (Count)
system.cpu0.l2.SCUpgradeReq.hits::total             3                       # number of SCUpgradeReq hits (Count)
system.cpu0.l2.SCUpgradeReq.misses::cpu0.data           45                       # number of SCUpgradeReq misses (Count)
system.cpu0.l2.SCUpgradeReq.misses::total           45                       # number of SCUpgradeReq misses (Count)
system.cpu0.l2.SCUpgradeReq.missLatency::cpu0.data      1009953                       # number of SCUpgradeReq miss ticks (Tick)
system.cpu0.l2.SCUpgradeReq.missLatency::total      1009953                       # number of SCUpgradeReq miss ticks (Tick)
system.cpu0.l2.SCUpgradeReq.accesses::cpu0.data           48                       # number of SCUpgradeReq accesses(hits+misses) (Count)
system.cpu0.l2.SCUpgradeReq.accesses::total           48                       # number of SCUpgradeReq accesses(hits+misses) (Count)
system.cpu0.l2.SCUpgradeReq.missRate::cpu0.data     0.937500                       # miss rate for SCUpgradeReq accesses (Ratio)
system.cpu0.l2.SCUpgradeReq.missRate::total     0.937500                       # miss rate for SCUpgradeReq accesses (Ratio)
system.cpu0.l2.SCUpgradeReq.avgMissLatency::cpu0.data 22443.400000                       # average SCUpgradeReq miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeReq.avgMissLatency::total 22443.400000                       # average SCUpgradeReq miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeReq.mshrMisses::cpu0.data           45                       # number of SCUpgradeReq MSHR misses (Count)
system.cpu0.l2.SCUpgradeReq.mshrMisses::total           45                       # number of SCUpgradeReq MSHR misses (Count)
system.cpu0.l2.SCUpgradeReq.mshrMissLatency::cpu0.data       702933                       # number of SCUpgradeReq MSHR miss ticks (Tick)
system.cpu0.l2.SCUpgradeReq.mshrMissLatency::total       702933                       # number of SCUpgradeReq MSHR miss ticks (Tick)
system.cpu0.l2.SCUpgradeReq.mshrMissRate::cpu0.data     0.937500                       # mshr miss rate for SCUpgradeReq accesses (Ratio)
system.cpu0.l2.SCUpgradeReq.mshrMissRate::total     0.937500                       # mshr miss rate for SCUpgradeReq accesses (Ratio)
system.cpu0.l2.SCUpgradeReq.avgMshrMissLatency::cpu0.data 15620.733333                       # average SCUpgradeReq mshr miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeReq.avgMshrMissLatency::total 15620.733333                       # average SCUpgradeReq mshr miss latency ((Tick/Count))
system.cpu0.l2.UpgradeReq.hits::cpu0.data         1406                       # number of UpgradeReq hits (Count)
system.cpu0.l2.UpgradeReq.hits::total            1406                       # number of UpgradeReq hits (Count)
system.cpu0.l2.UpgradeReq.misses::cpu0.data          319                       # number of UpgradeReq misses (Count)
system.cpu0.l2.UpgradeReq.misses::total           319                       # number of UpgradeReq misses (Count)
system.cpu0.l2.UpgradeReq.missLatency::cpu0.data      8790768                       # number of UpgradeReq miss ticks (Tick)
system.cpu0.l2.UpgradeReq.missLatency::total      8790768                       # number of UpgradeReq miss ticks (Tick)
system.cpu0.l2.UpgradeReq.accesses::cpu0.data         1725                       # number of UpgradeReq accesses(hits+misses) (Count)
system.cpu0.l2.UpgradeReq.accesses::total         1725                       # number of UpgradeReq accesses(hits+misses) (Count)
system.cpu0.l2.UpgradeReq.missRate::cpu0.data     0.184928                       # miss rate for UpgradeReq accesses (Ratio)
system.cpu0.l2.UpgradeReq.missRate::total     0.184928                       # miss rate for UpgradeReq accesses (Ratio)
system.cpu0.l2.UpgradeReq.avgMissLatency::cpu0.data 27557.266458                       # average UpgradeReq miss latency ((Tick/Count))
system.cpu0.l2.UpgradeReq.avgMissLatency::total 27557.266458                       # average UpgradeReq miss latency ((Tick/Count))
system.cpu0.l2.UpgradeReq.mshrMisses::cpu0.data          319                       # number of UpgradeReq MSHR misses (Count)
system.cpu0.l2.UpgradeReq.mshrMisses::total          319                       # number of UpgradeReq MSHR misses (Count)
system.cpu0.l2.UpgradeReq.mshrMissLatency::cpu0.data      6520248                       # number of UpgradeReq MSHR miss ticks (Tick)
system.cpu0.l2.UpgradeReq.mshrMissLatency::total      6520248                       # number of UpgradeReq MSHR miss ticks (Tick)
system.cpu0.l2.UpgradeReq.mshrMissRate::cpu0.data     0.184928                       # mshr miss rate for UpgradeReq accesses (Ratio)
system.cpu0.l2.UpgradeReq.mshrMissRate::total     0.184928                       # mshr miss rate for UpgradeReq accesses (Ratio)
system.cpu0.l2.UpgradeReq.avgMshrMissLatency::cpu0.data 20439.648903                       # average UpgradeReq mshr miss latency ((Tick/Count))
system.cpu0.l2.UpgradeReq.avgMshrMissLatency::total 20439.648903                       # average UpgradeReq mshr miss latency ((Tick/Count))
system.cpu0.l2.WritebackClean.hits::writebacks         1449                       # number of WritebackClean hits (Count)
system.cpu0.l2.WritebackClean.hits::total         1449                       # number of WritebackClean hits (Count)
system.cpu0.l2.WritebackClean.accesses::writebacks         1449                       # number of WritebackClean accesses(hits+misses) (Count)
system.cpu0.l2.WritebackClean.accesses::total         1449                       # number of WritebackClean accesses(hits+misses) (Count)
system.cpu0.l2.WritebackDirty.hits::writebacks      1604329                       # number of WritebackDirty hits (Count)
system.cpu0.l2.WritebackDirty.hits::total      1604329                       # number of WritebackDirty hits (Count)
system.cpu0.l2.WritebackDirty.accesses::writebacks      1604329                       # number of WritebackDirty accesses(hits+misses) (Count)
system.cpu0.l2.WritebackDirty.accesses::total      1604329                       # number of WritebackDirty accesses(hits+misses) (Count)
system.cpu0.l2.power_state.pwrStateResidencyTicks::UNDEFINED  62393801064                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.l2.tags.tagsInUse            31890.539098                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.l2.tags.totalRefs                 3522282                       # Total number of references to valid blocks. (Count)
system.cpu0.l2.tags.sampledRefs                440558                       # Sample count of references to valid blocks. (Count)
system.cpu0.l2.tags.avgRefs                  7.995047                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.l2.tags.warmupTick                  86751                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.l2.tags.occupancies::writebacks   820.887472                       # Average occupied blocks per tick, per requestor ((Count/Tick))
