
---------- Begin Simulation Statistics ----------
simSeconds                                   0.014283                       # Number of seconds simulated (Second)
simTicks                                  14282589678                       # Number of ticks simulated (Tick)
finalTick                                 14282589678                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    396.83                       # Real time elapsed on the host (Second)
hostTickRate                                 35991273                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     701868                       # Number of bytes of host memory used (Byte)
simInsts                                    179396371                       # Number of instructions simulated (Count)
simOps                                      179461544                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   452068                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     452232                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                        37981886                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                       91298005                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                  192378                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                      90548056                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 22549                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined             2597080                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined          1931706                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved              14077                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples           37842834                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.392740                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.035341                       # Number of insts issued each cycle (Count)
system.cpu0.l2.overallMshrMissRate::cpu0.data     0.225245                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.l2.overallMshrMissRate::total     0.231145                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.l2.demandAvgMshrMissLatency::cpu0.inst 72457.450495                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.l2.demandAvgMshrMissLatency::cpu0.data 36116.497268                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.l2.demandAvgMshrMissLatency::total 37365.723978                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.l2.overallAvgMshrMissLatency::cpu0.inst 72457.450495                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.l2.overallAvgMshrMissLatency::cpu0.data 36116.497268                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.l2.overallAvgMshrMissLatency::total 37365.723978                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.l2.replacements                         0                       # number of replacements (Count)
system.cpu0.l2.InvalidateReq.hits::cpu0.data          184                       # number of InvalidateReq hits (Count)
system.cpu0.l2.InvalidateReq.hits::total          184                       # number of InvalidateReq hits (Count)
system.cpu0.l2.InvalidateReq.misses::cpu0.data          508                       # number of InvalidateReq misses (Count)
system.cpu0.l2.InvalidateReq.misses::total          508                       # number of InvalidateReq misses (Count)
system.cpu0.l2.InvalidateReq.missLatency::cpu0.data      1556163                       # number of InvalidateReq miss ticks (Tick)
system.cpu0.l2.InvalidateReq.missLatency::total      1556163                       # number of InvalidateReq miss ticks (Tick)
system.cpu0.l2.InvalidateReq.accesses::cpu0.data          692                       # number of InvalidateReq accesses(hits+misses) (Count)
system.cpu0.l2.InvalidateReq.accesses::total          692                       # number of InvalidateReq accesses(hits+misses) (Count)
system.cpu0.l2.InvalidateReq.missRate::cpu0.data     0.734104                       # miss rate for InvalidateReq accesses (Ratio)
system.cpu0.l2.InvalidateReq.missRate::total     0.734104                       # miss rate for InvalidateReq accesses (Ratio)
system.cpu0.l2.InvalidateReq.avgMissLatency::cpu0.data  3063.312992                       # average InvalidateReq miss latency ((Tick/Count))
system.cpu0.l2.InvalidateReq.avgMissLatency::total  3063.312992                       # average InvalidateReq miss latency ((Tick/Count))
system.cpu0.l2.InvalidateReq.mshrMisses::cpu0.data          508                       # number of InvalidateReq MSHR misses (Count)
system.cpu0.l2.InvalidateReq.mshrMisses::total          508                       # number of InvalidateReq MSHR misses (Count)
system.cpu0.l2.InvalidateReq.mshrMissLatency::cpu0.data     16091061                       # number of InvalidateReq MSHR miss ticks (Tick)
system.cpu0.l2.InvalidateReq.mshrMissLatency::total     16091061                       # number of InvalidateReq MSHR miss ticks (Tick)
system.cpu0.l2.InvalidateReq.mshrMissRate::cpu0.data     0.734104                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.cpu0.l2.InvalidateReq.mshrMissRate::total     0.734104                       # mshr miss rate for InvalidateReq accesses (Ratio)
system.cpu0.l2.InvalidateReq.avgMshrMissLatency::cpu0.data 31675.316929                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.cpu0.l2.InvalidateReq.avgMshrMissLatency::total 31675.316929                       # average InvalidateReq mshr miss latency ((Tick/Count))
system.cpu0.l2.ReadCleanReq.hits::cpu0.inst          173                       # number of ReadCleanReq hits (Count)
system.cpu0.l2.ReadCleanReq.hits::total           173                       # number of ReadCleanReq hits (Count)
system.cpu0.l2.ReadCleanReq.misses::cpu0.inst         1212                       # number of ReadCleanReq misses (Count)
system.cpu0.l2.ReadCleanReq.misses::total         1212                       # number of ReadCleanReq misses (Count)
system.cpu0.l2.ReadCleanReq.missLatency::cpu0.inst     96464970                       # number of ReadCleanReq miss ticks (Tick)
system.cpu0.l2.ReadCleanReq.missLatency::total     96464970                       # number of ReadCleanReq miss ticks (Tick)
system.cpu0.l2.ReadCleanReq.accesses::cpu0.inst         1385                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.cpu0.l2.ReadCleanReq.accesses::total         1385                       # number of ReadCleanReq accesses(hits+misses) (Count)
system.cpu0.l2.ReadCleanReq.missRate::cpu0.inst     0.875090                       # miss rate for ReadCleanReq accesses (Ratio)
system.cpu0.l2.ReadCleanReq.missRate::total     0.875090                       # miss rate for ReadCleanReq accesses (Ratio)
system.cpu0.l2.ReadCleanReq.avgMissLatency::cpu0.inst 79591.559406                       # average ReadCleanReq miss latency ((Tick/Count))
system.cpu0.l2.ReadCleanReq.avgMissLatency::total 79591.559406                       # average ReadCleanReq miss latency ((Tick/Count))
system.cpu0.l2.ReadCleanReq.mshrMisses::cpu0.inst         1212                       # number of ReadCleanReq MSHR misses (Count)
system.cpu0.l2.ReadCleanReq.mshrMisses::total         1212                       # number of ReadCleanReq MSHR misses (Count)
system.cpu0.l2.ReadCleanReq.mshrMissLatency::cpu0.inst     87818430                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.cpu0.l2.ReadCleanReq.mshrMissLatency::total     87818430                       # number of ReadCleanReq MSHR miss ticks (Tick)
system.cpu0.l2.ReadCleanReq.mshrMissRate::cpu0.inst     0.875090                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.cpu0.l2.ReadCleanReq.mshrMissRate::total     0.875090                       # mshr miss rate for ReadCleanReq accesses (Ratio)
system.cpu0.l2.ReadCleanReq.avgMshrMissLatency::cpu0.inst 72457.450495                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.cpu0.l2.ReadCleanReq.avgMshrMissLatency::total 72457.450495                       # average ReadCleanReq mshr miss latency ((Tick/Count))
system.cpu0.l2.ReadExReq.hits::cpu0.data        16444                       # number of ReadExReq hits (Count)
system.cpu0.l2.ReadExReq.hits::total            16444                       # number of ReadExReq hits (Count)
system.cpu0.l2.ReadExReq.misses::cpu0.data        13986                       # number of ReadExReq misses (Count)
system.cpu0.l2.ReadExReq.misses::total          13986                       # number of ReadExReq misses (Count)
system.cpu0.l2.ReadExReq.missLatency::cpu0.data    906398719                       # number of ReadExReq miss ticks (Tick)
system.cpu0.l2.ReadExReq.missLatency::total    906398719                       # number of ReadExReq miss ticks (Tick)
system.cpu0.l2.ReadExReq.accesses::cpu0.data        30430                       # number of ReadExReq accesses(hits+misses) (Count)
system.cpu0.l2.ReadExReq.accesses::total        30430                       # number of ReadExReq accesses(hits+misses) (Count)
system.cpu0.l2.ReadExReq.missRate::cpu0.data     0.459612                       # miss rate for ReadExReq accesses (Ratio)
system.cpu0.l2.ReadExReq.missRate::total     0.459612                       # miss rate for ReadExReq accesses (Ratio)
system.cpu0.l2.ReadExReq.avgMissLatency::cpu0.data 64807.573216                       # average ReadExReq miss latency ((Tick/Count))
system.cpu0.l2.ReadExReq.avgMissLatency::total 64807.573216                       # average ReadExReq miss latency ((Tick/Count))
system.cpu0.l2.ReadExReq.mshrMisses::cpu0.data        13986                       # number of ReadExReq MSHR misses (Count)
system.cpu0.l2.ReadExReq.mshrMisses::total        13986                       # number of ReadExReq MSHR misses (Count)
system.cpu0.l2.ReadExReq.mshrMissLatency::cpu0.data    805996039                       # number of ReadExReq MSHR miss ticks (Tick)
system.cpu0.l2.ReadExReq.mshrMissLatency::total    805996039                       # number of ReadExReq MSHR miss ticks (Tick)
system.cpu0.l2.ReadExReq.mshrMissRate::cpu0.data     0.459612                       # mshr miss rate for ReadExReq accesses (Ratio)
system.cpu0.l2.ReadExReq.mshrMissRate::total     0.459612                       # mshr miss rate for ReadExReq accesses (Ratio)
system.cpu0.l2.ReadExReq.avgMshrMissLatency::cpu0.data 57628.774417                       # average ReadExReq mshr miss latency ((Tick/Count))
system.cpu0.l2.ReadExReq.avgMshrMissLatency::total 57628.774417                       # average ReadExReq mshr miss latency ((Tick/Count))
system.cpu0.l2.ReadSharedReq.hits::cpu0.data       100661                       # number of ReadSharedReq hits (Count)
system.cpu0.l2.ReadSharedReq.hits::total       100661                       # number of ReadSharedReq hits (Count)
system.cpu0.l2.ReadSharedReq.misses::cpu0.data        20060                       # number of ReadSharedReq misses (Count)
system.cpu0.l2.ReadSharedReq.misses::total        20060                       # number of ReadSharedReq misses (Count)
system.cpu0.l2.ReadSharedReq.missLatency::cpu0.data    566854627                       # number of ReadSharedReq miss ticks (Tick)
system.cpu0.l2.ReadSharedReq.missLatency::total    566854627                       # number of ReadSharedReq miss ticks (Tick)
system.cpu0.l2.ReadSharedReq.accesses::cpu0.data       120721                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.cpu0.l2.ReadSharedReq.accesses::total       120721                       # number of ReadSharedReq accesses(hits+misses) (Count)
system.cpu0.l2.ReadSharedReq.missRate::cpu0.data     0.166168                       # miss rate for ReadSharedReq accesses (Ratio)
system.cpu0.l2.ReadSharedReq.missRate::total     0.166168                       # miss rate for ReadSharedReq accesses (Ratio)
system.cpu0.l2.ReadSharedReq.avgMissLatency::cpu0.data 28257.957478                       # average ReadSharedReq miss latency ((Tick/Count))
system.cpu0.l2.ReadSharedReq.avgMissLatency::total 28257.957478                       # average ReadSharedReq miss latency ((Tick/Count))
system.cpu0.l2.ReadSharedReq.mshrMisses::cpu0.data        20060                       # number of ReadSharedReq MSHR misses (Count)
system.cpu0.l2.ReadSharedReq.mshrMisses::total        20060                       # number of ReadSharedReq MSHR misses (Count)
system.cpu0.l2.ReadSharedReq.mshrMissLatency::cpu0.data    423626227                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.cpu0.l2.ReadSharedReq.mshrMissLatency::total    423626227                       # number of ReadSharedReq MSHR miss ticks (Tick)
system.cpu0.l2.ReadSharedReq.mshrMissRate::cpu0.data     0.166168                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.cpu0.l2.ReadSharedReq.mshrMissRate::total     0.166168                       # mshr miss rate for ReadSharedReq accesses (Ratio)
system.cpu0.l2.ReadSharedReq.avgMshrMissLatency::cpu0.data 21117.957478                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.cpu0.l2.ReadSharedReq.avgMshrMissLatency::total 21117.957478                       # average ReadSharedReq mshr miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeFailReq.misses::cpu0.data            4                       # number of SCUpgradeFailReq misses (Count)
system.cpu0.l2.SCUpgradeFailReq.misses::total            4                       # number of SCUpgradeFailReq misses (Count)
system.cpu0.l2.SCUpgradeFailReq.missLatency::cpu0.data      2385117                       # number of SCUpgradeFailReq miss ticks (Tick)
system.cpu0.l2.SCUpgradeFailReq.missLatency::total      2385117                       # number of SCUpgradeFailReq miss ticks (Tick)
system.cpu0.l2.SCUpgradeFailReq.accesses::cpu0.data            4                       # number of SCUpgradeFailReq accesses(hits+misses) (Count)
system.cpu0.l2.SCUpgradeFailReq.accesses::total            4                       # number of SCUpgradeFailReq accesses(hits+misses) (Count)
system.cpu0.l2.SCUpgradeFailReq.missRate::cpu0.data            1                       # miss rate for SCUpgradeFailReq accesses (Ratio)
system.cpu0.l2.SCUpgradeFailReq.missRate::total            1                       # miss rate for SCUpgradeFailReq accesses (Ratio)
system.cpu0.l2.SCUpgradeFailReq.avgMissLatency::cpu0.data 596279.250000                       # average SCUpgradeFailReq miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeFailReq.avgMissLatency::total 596279.250000                       # average SCUpgradeFailReq miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeFailReq.mshrMisses::cpu0.data            4                       # number of SCUpgradeFailReq MSHR misses (Count)
system.cpu0.l2.SCUpgradeFailReq.mshrMisses::total            4                       # number of SCUpgradeFailReq MSHR misses (Count)
system.cpu0.l2.SCUpgradeFailReq.mshrMissLatency::cpu0.data      1970997                       # number of SCUpgradeFailReq MSHR miss ticks (Tick)
system.cpu0.l2.SCUpgradeFailReq.mshrMissLatency::total      1970997                       # number of SCUpgradeFailReq MSHR miss ticks (Tick)
system.cpu0.l2.SCUpgradeFailReq.mshrMissRate::cpu0.data            1                       # mshr miss rate for SCUpgradeFailReq accesses (Ratio)
system.cpu0.l2.SCUpgradeFailReq.mshrMissRate::total            1                       # mshr miss rate for SCUpgradeFailReq accesses (Ratio)
system.cpu0.l2.SCUpgradeFailReq.avgMshrMissLatency::cpu0.data 492749.250000                       # average SCUpgradeFailReq mshr miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeFailReq.avgMshrMissLatency::total 492749.250000                       # average SCUpgradeFailReq mshr miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeReq.misses::cpu0.data         4782                       # number of SCUpgradeReq misses (Count)
system.cpu0.l2.SCUpgradeReq.misses::total         4782                       # number of SCUpgradeReq misses (Count)
system.cpu0.l2.SCUpgradeReq.missLatency::cpu0.data    113714853                       # number of SCUpgradeReq miss ticks (Tick)
system.cpu0.l2.SCUpgradeReq.missLatency::total    113714853                       # number of SCUpgradeReq miss ticks (Tick)
system.cpu0.l2.SCUpgradeReq.accesses::cpu0.data         4782                       # number of SCUpgradeReq accesses(hits+misses) (Count)
system.cpu0.l2.SCUpgradeReq.accesses::total         4782                       # number of SCUpgradeReq accesses(hits+misses) (Count)
system.cpu0.l2.SCUpgradeReq.missRate::cpu0.data            1                       # miss rate for SCUpgradeReq accesses (Ratio)
system.cpu0.l2.SCUpgradeReq.missRate::total            1                       # miss rate for SCUpgradeReq accesses (Ratio)
system.cpu0.l2.SCUpgradeReq.avgMissLatency::cpu0.data 23779.768507                       # average SCUpgradeReq miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeReq.avgMissLatency::total 23779.768507                       # average SCUpgradeReq miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeReq.mshrMisses::cpu0.data         4782                       # number of SCUpgradeReq MSHR misses (Count)
system.cpu0.l2.SCUpgradeReq.mshrMisses::total         4782                       # number of SCUpgradeReq MSHR misses (Count)
system.cpu0.l2.SCUpgradeReq.mshrMissLatency::cpu0.data     79956933                       # number of SCUpgradeReq MSHR miss ticks (Tick)
system.cpu0.l2.SCUpgradeReq.mshrMissLatency::total     79956933                       # number of SCUpgradeReq MSHR miss ticks (Tick)
system.cpu0.l2.SCUpgradeReq.mshrMissRate::cpu0.data            1                       # mshr miss rate for SCUpgradeReq accesses (Ratio)
system.cpu0.l2.SCUpgradeReq.mshrMissRate::total            1                       # mshr miss rate for SCUpgradeReq accesses (Ratio)
system.cpu0.l2.SCUpgradeReq.avgMshrMissLatency::cpu0.data 16720.395859                       # average SCUpgradeReq mshr miss latency ((Tick/Count))
system.cpu0.l2.SCUpgradeReq.avgMshrMissLatency::total 16720.395859                       # average SCUpgradeReq mshr miss latency ((Tick/Count))
system.cpu0.l2.UpgradeReq.misses::cpu0.data        11039                       # number of UpgradeReq misses (Count)
system.cpu0.l2.UpgradeReq.misses::total         11039                       # number of UpgradeReq misses (Count)
system.cpu0.l2.UpgradeReq.missLatency::cpu0.data    314827566                       # number of UpgradeReq miss ticks (Tick)
system.cpu0.l2.UpgradeReq.missLatency::total    314827566                       # number of UpgradeReq miss ticks (Tick)
system.cpu0.l2.UpgradeReq.accesses::cpu0.data        11039                       # number of UpgradeReq accesses(hits+misses) (Count)
system.cpu0.l2.UpgradeReq.accesses::total        11039                       # number of UpgradeReq accesses(hits+misses) (Count)
system.cpu0.l2.UpgradeReq.missRate::cpu0.data            1                       # miss rate for UpgradeReq accesses (Ratio)
system.cpu0.l2.UpgradeReq.missRate::total            1                       # miss rate for UpgradeReq accesses (Ratio)
system.cpu0.l2.UpgradeReq.avgMissLatency::cpu0.data 28519.572969                       # average UpgradeReq miss latency ((Tick/Count))
system.cpu0.l2.UpgradeReq.avgMissLatency::total 28519.572969                       # average UpgradeReq miss latency ((Tick/Count))
system.cpu0.l2.UpgradeReq.mshrMisses::cpu0.data        11039                       # number of UpgradeReq MSHR misses (Count)
system.cpu0.l2.UpgradeReq.mshrMisses::total        11039                       # number of UpgradeReq MSHR misses (Count)
system.cpu0.l2.UpgradeReq.mshrMissLatency::cpu0.data    236551746                       # number of UpgradeReq MSHR miss ticks (Tick)
system.cpu0.l2.UpgradeReq.mshrMissLatency::total    236551746                       # number of UpgradeReq MSHR miss ticks (Tick)
system.cpu0.l2.UpgradeReq.mshrMissRate::cpu0.data            1                       # mshr miss rate for UpgradeReq accesses (Ratio)
system.cpu0.l2.UpgradeReq.mshrMissRate::total            1                       # mshr miss rate for UpgradeReq accesses (Ratio)
system.cpu0.l2.UpgradeReq.avgMshrMissLatency::cpu0.data 21428.729595                       # average UpgradeReq mshr miss latency ((Tick/Count))
system.cpu0.l2.UpgradeReq.avgMshrMissLatency::total 21428.729595                       # average UpgradeReq mshr miss latency ((Tick/Count))
system.cpu0.l2.WritebackClean.hits::writebacks          871                       # number of WritebackClean hits (Count)
system.cpu0.l2.WritebackClean.hits::total          871                       # number of WritebackClean hits (Count)
system.cpu0.l2.WritebackClean.accesses::writebacks          871                       # number of WritebackClean accesses(hits+misses) (Count)
system.cpu0.l2.WritebackClean.accesses::total          871                       # number of WritebackClean accesses(hits+misses) (Count)
system.cpu0.l2.WritebackDirty.hits::writebacks       104615                       # number of WritebackDirty hits (Count)
system.cpu0.l2.WritebackDirty.hits::total       104615                       # number of WritebackDirty hits (Count)
system.cpu0.l2.WritebackDirty.accesses::writebacks       104615                       # number of WritebackDirty accesses(hits+misses) (Count)
system.cpu0.l2.WritebackDirty.accesses::total       104615                       # number of WritebackDirty accesses(hits+misses) (Count)
system.cpu0.l2.power_state.pwrStateResidencyTicks::UNDEFINED  14282589678                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.l2.tags.tagsInUse            10041.521692                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.l2.tags.totalRefs                  308689                       # Total number of references to valid blocks. (Count)
system.cpu0.l2.tags.sampledRefs                 33267                       # Sample count of references to valid blocks. (Count)
system.cpu0.l2.tags.avgRefs                  9.279135                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.l2.tags.warmupTick                  86751                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.l2.tags.occupancies::writebacks   351.711603                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.l2.tags.occupancies::cpu0.inst   829.378557                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.l2.tags.occupancies::cpu0.data  8860.431532                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.l2.tags.avgOccs::writebacks      0.010733                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.l2.tags.avgOccs::cpu0.inst       0.025311                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.l2.tags.avgOccs::cpu0.data       0.270399                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.l2.tags.avgOccs::total           0.306443                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.l2.tags.occupanciesTaskId::1024        10747                       # Occupied blocks per task id (Count)
system.cpu0.l2.tags.ageTaskId_1024::0              34                       # Occupied blocks per task id, per block age (Count)
system.cpu0.l2.tags.ageTaskId_1024::1             440                       # Occupied blocks per task id, per block age (Count)
system.cpu0.l2.tags.ageTaskId_1024::2             131                       # Occupied blocks per task id, per block age (Count)
system.cpu0.l2.tags.ageTaskId_1024::3             676                       # Occupied blocks per task id, per block age (Count)
system.cpu0.l2.tags.ageTaskId_1024::4            9466                       # Occupied blocks per task id, per block age (Count)
system.cpu0.l2.tags.ratioOccsTaskId::1024     0.327972                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.l2.tags.tagAccesses               4977715                       # Number of tag accesses (Count)
system.cpu0.l2.tags.dataAccesses              4977715                       # Number of data accesses (Count)
system.cpu0.l2.tags.power_state.pwrStateResidencyTicks::UNDEFINED  14282589678                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.lsq0.forwLoads                     124319                       # Number of loads that had data forwarded from stores (Count)
system.cpu0.lsq0.squashedLoads                 653637                       # Number of loads squashed (Count)
system.cpu0.lsq0.ignoredResponses                 669                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu0.lsq0.memOrderViolation               9223                       # Number of memory ordering violations (Count)
system.cpu0.lsq0.squashedStores                196288                       # Number of stores squashed (Count)
system.cpu0.lsq0.rescheduledLoads                   0                       # Number of loads that were rescheduled (Count)
system.cpu0.lsq0.blockedByCache                 19714                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu0.lsq0.loadToUse::samples          14948523                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::mean             4.252957                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::stdev            7.793102                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::0-9              14659547     98.07%     98.07% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::10-19               25281      0.17%     98.24% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::20-29              168894      1.13%     99.37% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::30-39               30632      0.20%     99.57% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::40-49                4211      0.03%     99.60% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::50-59                4649      0.03%     99.63% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::60-69               13483      0.09%     99.72% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::70-79               25204      0.17%     99.89% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::80-89                4111      0.03%     99.92% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::90-99                2529      0.02%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::100-109               203      0.00%     99.93% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::110-119               147      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::120-129                77      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::130-139               200      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::140-149                59      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::150-159                56      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::160-169                70      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::170-179                80      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::180-189               175      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::190-199               228      0.00%     99.94% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::200-209              1370      0.01%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::210-219               304      0.00%     99.95% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::220-229              4243      0.03%     99.98% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::230-239              1591      0.01%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::240-249               273      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::250-259                41      0.00%     99.99% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::260-269               450      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::270-279                68      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::280-289                40      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::290-299                14      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::overflows             293      0.00%    100.00% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::min_value               2                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::max_value            1028                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.lsq0.loadToUse::total            14948523                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu0.mmu.dtb.readHits                        0                       # read hits (Count)
system.cpu0.mmu.dtb.readMisses                      0                       # read misses (Count)
system.cpu0.mmu.dtb.readAccesses                    0                       # read accesses (Count)
system.cpu0.mmu.dtb.writeHits                       0                       # write hits (Count)
system.cpu0.mmu.dtb.writeMisses                     0                       # write misses (Count)
system.cpu0.mmu.dtb.writeAccesses                   0                       # write accesses (Count)
system.cpu0.mmu.dtb.hits                            0                       # Total TLB (read and write) hits (Count)
system.cpu0.mmu.dtb.misses                          0                       # Total TLB (read and write) misses (Count)
system.cpu0.mmu.dtb.accesses                        0                       # Total TLB (read and write) accesses (Count)
system.cpu0.mmu.dtb.walker.power_state.pwrStateResidencyTicks::UNDEFINED  14282589678                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.mmu.itb.readHits                        0                       # read hits (Count)
system.cpu0.mmu.itb.readMisses                      0                       # read misses (Count)
