
---------- Begin Simulation Statistics ----------
simSeconds                                   0.065845                       # Number of seconds simulated (Second)
simTicks                                  65845084998                       # Number of ticks simulated (Tick)
finalTick                                 65845084998                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   1407.55                       # Real time elapsed on the host (Second)
hostTickRate                                 46779946                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     784852                       # Number of bytes of host memory used (Byte)
simInsts                                    430066556                       # Number of instructions simulated (Count)
simOps                                      647121143                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   305543                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     459750                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu0.numCycles                       178395120                       # Number of cpu cycles simulated (Cycle)
system.cpu0.numWorkItemsStarted                     0                       # Number of work items this cpu started (Count)
system.cpu0.numWorkItemsCompleted                   0                       # Number of work items this cpu completed (Count)
system.cpu0.instsAdded                      390142931                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu0.nonSpecInstsAdded                   12117                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu0.instsIssued                     383637801                       # Number of instructions issued (Count)
system.cpu0.squashedInstsIssued                 62080                       # Number of squashed instructions issued (Count)
system.cpu0.squashedInstsExamined            19905354                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu0.squashedOperandsExamined         36414124                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu0.squashedNonSpecRemoved               4908                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu0.numIssuedDist::samples          178087407                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::mean              2.154211                       # Number of insts issued each cycle (Count)
system.cpu0.numIssuedDist::stdev             2.533906                       # Number of insts issued each cycle (Count)
system.cpu0.dcache.WriteReq.mshrMissLatency::cpu0.data  22193751043                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu0.dcache.WriteReq.mshrMissLatency::total  22193751043                       # number of WriteReq MSHR miss ticks (Tick)
system.cpu0.dcache.WriteReq.mshrMissRate::cpu0.data     0.014908                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.mshrMissRate::total     0.014908                       # mshr miss rate for WriteReq accesses (Ratio)
system.cpu0.dcache.WriteReq.avgMshrMissLatency::cpu0.data 70262.962079                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.WriteReq.avgMshrMissLatency::total 70262.962079                       # average WriteReq mshr miss latency ((Tick/Count))
system.cpu0.dcache.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dcache.tags.tagsInUse         1022.783906                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.dcache.tags.totalRefs            76702995                       # Total number of references to valid blocks. (Count)
system.cpu0.dcache.tags.sampledRefs           1727679                       # Sample count of references to valid blocks. (Count)
system.cpu0.dcache.tags.avgRefs             44.396555                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dcache.tags.warmupTick             190995                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dcache.tags.occupancies::cpu0.data  1022.783906                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.dcache.tags.avgOccs::cpu0.data     0.998812                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.avgOccs::total       0.998812                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.dcache.tags.occupanciesTaskId::1024         1024                       # Occupied blocks per task id (Count)
system.cpu0.dcache.tags.ageTaskId_1024::0           28                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::1          877                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::2          114                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ageTaskId_1024::3            5                       # Occupied blocks per task id, per block age (Count)
system.cpu0.dcache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.dcache.tags.tagAccesses         625792567                       # Number of tag accesses (Count)
system.cpu0.dcache.tags.dataAccesses        625792567                       # Number of data accesses (Count)
system.cpu0.dcache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.decode.idleCycles                21522210                       # Number of cycles decode is idle (Cycle)
system.cpu0.decode.blockedCycles            100931571                       # Number of cycles decode is blocked (Cycle)
system.cpu0.decode.runCycles                 44856518                       # Number of cycles decode is running (Cycle)
system.cpu0.decode.unblockCycles             10413098                       # Number of cycles decode is unblocking (Cycle)
system.cpu0.decode.squashCycles                364010                       # Number of cycles decode is squashing (Cycle)
system.cpu0.decode.branchResolved            15568952                       # Number of times decode resolved a branch (Count)
system.cpu0.decode.branchMispred                 5861                       # Number of times decode detected a branch misprediction (Count)
system.cpu0.decode.decodedInsts             395119558                       # Number of instructions handled by decode (Count)
system.cpu0.decode.squashedInsts                22513                       # Number of squashed instructions handled by decode (Count)
system.cpu0.dtb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.dtb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.dtb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.dtb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.dtb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dtb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.dtb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu0.dtb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.dtb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.dtb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.dtb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.dtb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.dtb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.dtb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.dtb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.dtb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.fetch.icacheStallCycles          21872585                       # Number of cycles fetch is stalled on an Icache miss (Cycle)
system.cpu0.fetch.insts                     258636289                       # Number of instructions fetch has processed (Count)
system.cpu0.fetch.branches                   22540717                       # Number of branches that fetch encountered (Count)
system.cpu0.fetch.predictedBranches          16399069                       # Number of branches that fetch has predicted taken (Count)
system.cpu0.fetch.cycles                    155843388                       # Number of cycles fetch has run and was not squashing or blocked (Cycle)
system.cpu0.fetch.squashCycles                 739612                       # Number of cycles fetch has spent squashing (Cycle)
system.cpu0.fetch.miscStallCycles                 222                       # Number of cycles fetch has spent waiting on interrupts, or bad addresses, or out of MSHRs (Cycle)
system.cpu0.fetch.pendingTrapStallCycles         1340                       # Number of stall cycles due to pending traps (Cycle)
system.cpu0.fetch.icacheWaitRetryStallCycles           66                       # Number of stall cycles due to full MSHR (Cycle)
system.cpu0.fetch.cacheLines                 21673274                       # Number of cache lines fetched (Count)
system.cpu0.fetch.icacheSquashes                55714                       # Number of outstanding Icache misses that were squashed (Count)
system.cpu0.fetch.nisnDist::samples         178087407                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::mean             2.253823                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::stdev            3.329619                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::underflows              0      0.00%      0.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::0               116707420     65.53%     65.53% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::1                 1619825      0.91%     66.44% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::2                 2866349      1.61%     68.05% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::3                 2885888      1.62%     69.67% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::4                 4035688      2.27%     71.94% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::5                 2434609      1.37%     73.31% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::6                10407779      5.84%     79.15% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::7                 2434011      1.37%     80.52% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::8                34695838     19.48%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::overflows               0      0.00%    100.00% # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::min_value               0                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::max_value               8                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.nisnDist::total           178087407                       # Number of instructions fetched each cycle (Total) (Count)
system.cpu0.fetch.branchRate                 0.126353                       # Number of branch fetches per cycle (Ratio)
system.cpu0.fetch.rate                       1.449795                       # Number of inst fetches per cycle ((Count/Cycle))
system.cpu0.icache.demandHits::cpu0.inst     21669864                       # number of demand (read+write) hits (Count)
system.cpu0.icache.demandHits::total         21669864                       # number of demand (read+write) hits (Count)
system.cpu0.icache.overallHits::cpu0.inst     21669864                       # number of overall hits (Count)
system.cpu0.icache.overallHits::total        21669864                       # number of overall hits (Count)
system.cpu0.icache.demandMisses::cpu0.inst         3410                       # number of demand (read+write) misses (Count)
system.cpu0.icache.demandMisses::total           3410                       # number of demand (read+write) misses (Count)
system.cpu0.icache.overallMisses::cpu0.inst         3410                       # number of overall misses (Count)
system.cpu0.icache.overallMisses::total          3410                       # number of overall misses (Count)
system.cpu0.icache.demandMissLatency::cpu0.inst    282110682                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.demandMissLatency::total    282110682                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.icache.overallMissLatency::cpu0.inst    282110682                       # number of overall miss ticks (Tick)
system.cpu0.icache.overallMissLatency::total    282110682                       # number of overall miss ticks (Tick)
system.cpu0.icache.demandAccesses::cpu0.inst     21673274                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.demandAccesses::total     21673274                       # number of demand (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::cpu0.inst     21673274                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.overallAccesses::total     21673274                       # number of overall (read+write) accesses (Count)
system.cpu0.icache.demandMissRate::cpu0.inst     0.000157                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.demandMissRate::total     0.000157                       # miss rate for demand accesses (Ratio)
system.cpu0.icache.overallMissRate::cpu0.inst     0.000157                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.overallMissRate::total     0.000157                       # miss rate for overall accesses (Ratio)
system.cpu0.icache.demandAvgMissLatency::cpu0.inst 82730.405279                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.demandAvgMissLatency::total 82730.405279                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::cpu0.inst 82730.405279                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMissLatency::total 82730.405279                       # average overall miss latency ((Tick/Count))
system.cpu0.icache.blockedCycles::no_mshrs         1879                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.icache.blockedCauses::no_mshrs           15                       # number of times access was blocked (Count)
system.cpu0.icache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.icache.avgBlocked::no_mshrs    125.266667                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.icache.writebacks::writebacks         2064                       # number of writebacks (Count)
system.cpu0.icache.writebacks::total             2064                       # number of writebacks (Count)
system.cpu0.icache.demandMshrHits::cpu0.inst          834                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.demandMshrHits::total          834                       # number of demand (read+write) MSHR hits (Count)
system.cpu0.icache.overallMshrHits::cpu0.inst          834                       # number of overall MSHR hits (Count)
system.cpu0.icache.overallMshrHits::total          834                       # number of overall MSHR hits (Count)
system.cpu0.icache.demandMshrMisses::cpu0.inst         2576                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.demandMshrMisses::total         2576                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::cpu0.inst         2576                       # number of overall MSHR misses (Count)
system.cpu0.icache.overallMshrMisses::total         2576                       # number of overall MSHR misses (Count)
system.cpu0.icache.demandMshrMissLatency::cpu0.inst    221243967                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissLatency::total    221243967                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::cpu0.inst    221243967                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.overallMshrMissLatency::total    221243967                       # number of overall MSHR miss ticks (Tick)
system.cpu0.icache.demandMshrMissRate::cpu0.inst     0.000119                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.demandMshrMissRate::total     0.000119                       # mshr miss ratio for demand accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::cpu0.inst     0.000119                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.overallMshrMissRate::total     0.000119                       # mshr miss ratio for overall accesses (Ratio)
system.cpu0.icache.demandAvgMshrMissLatency::cpu0.inst 85886.633152                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.demandAvgMshrMissLatency::total 85886.633152                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::cpu0.inst 85886.633152                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.overallAvgMshrMissLatency::total 85886.633152                       # average overall mshr miss latency ((Tick/Count))
system.cpu0.icache.replacements                  2064                       # number of replacements (Count)
system.cpu0.icache.ReadReq.hits::cpu0.inst     21669864                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.hits::total       21669864                       # number of ReadReq hits (Count)
system.cpu0.icache.ReadReq.misses::cpu0.inst         3410                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.misses::total         3410                       # number of ReadReq misses (Count)
system.cpu0.icache.ReadReq.missLatency::cpu0.inst    282110682                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.missLatency::total    282110682                       # number of ReadReq miss ticks (Tick)
system.cpu0.icache.ReadReq.accesses::cpu0.inst     21673274                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.accesses::total     21673274                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu0.icache.ReadReq.missRate::cpu0.inst     0.000157                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.missRate::total     0.000157                       # miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMissLatency::cpu0.inst 82730.405279                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMissLatency::total 82730.405279                       # average ReadReq miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.mshrHits::cpu0.inst          834                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrHits::total          834                       # number of ReadReq MSHR hits (Count)
system.cpu0.icache.ReadReq.mshrMisses::cpu0.inst         2576                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMisses::total         2576                       # number of ReadReq MSHR misses (Count)
system.cpu0.icache.ReadReq.mshrMissLatency::cpu0.inst    221243967                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissLatency::total    221243967                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu0.icache.ReadReq.mshrMissRate::cpu0.inst     0.000119                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.mshrMissRate::total     0.000119                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu0.icache.ReadReq.avgMshrMissLatency::cpu0.inst 85886.633152                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.ReadReq.avgMshrMissLatency::total 85886.633152                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu0.icache.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.icache.tags.tagsInUse          511.395348                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.icache.tags.totalRefs            21672440                       # Total number of references to valid blocks. (Count)
system.cpu0.icache.tags.sampledRefs              2576                       # Sample count of references to valid blocks. (Count)
system.cpu0.icache.tags.avgRefs           8413.214286                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.icache.tags.warmupTick              94248                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.icache.tags.occupancies::cpu0.inst   511.395348                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu0.icache.tags.avgOccs::cpu0.inst     0.998819                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.avgOccs::total       0.998819                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu0.icache.tags.occupanciesTaskId::1024          512                       # Occupied blocks per task id (Count)
system.cpu0.icache.tags.ageTaskId_1024::0           92                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::1          256                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::2            5                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::3           96                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ageTaskId_1024::4           63                       # Occupied blocks per task id, per block age (Count)
system.cpu0.icache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu0.icache.tags.tagAccesses         173388768                       # Number of tag accesses (Count)
system.cpu0.icache.tags.dataAccesses        173388768                       # Number of data accesses (Count)
system.cpu0.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.iew.idleCycles                          0                       # Number of cycles IEW is idle (Cycle)
system.cpu0.iew.squashCycles                   364010                       # Number of cycles IEW is squashing (Cycle)
system.cpu0.iew.blockCycles                   3478472                       # Number of cycles IEW is blocking (Cycle)
system.cpu0.iew.unblockCycles                10265415                       # Number of cycles IEW is unblocking (Cycle)
system.cpu0.iew.dispatchedInsts             390155048                       # Number of instructions dispatched to IQ (Count)
system.cpu0.iew.dispSquashedInsts               77984                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu0.iew.dispLoadInsts                60507412                       # Number of dispatched load instructions (Count)
system.cpu0.iew.dispStoreInsts               22686135                       # Number of dispatched store instructions (Count)
system.cpu0.iew.dispNonSpecInsts                 4097                       # Number of dispatched non-speculative instructions (Count)
system.cpu0.iew.iqFullEvents                    44433                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu0.iew.lsqFullEvents                10204886                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu0.iew.memOrderViolationEvents          8182                       # Number of memory order violations (Count)
system.cpu0.iew.predictedTakenIncorrect        238202                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu0.iew.predictedNotTakenIncorrect       155893                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu0.iew.branchMispredicts              394095                       # Number of branch mispredicts detected at execute (Count)
system.cpu0.iew.instsToCommit               382286280                       # Cumulative count of insts sent to commit (Count)
system.cpu0.iew.writebackCount              381950975                       # Cumulative count of insts written-back (Count)
system.cpu0.iew.producerInst                279122771                       # Number of instructions producing a value (Count)
system.cpu0.iew.consumerInst                466619764                       # Number of instructions consuming a value (Count)
system.cpu0.iew.wbRate                       2.141039                       # Insts written-back per cycle ((Count/Cycle))
system.cpu0.iew.wbFanout                     0.598180                       # Average fanout of values written-back ((Count/Count))
system.cpu0.interrupts.clk_domain.clock          5712                       # Clock period in ticks (Tick)
system.cpu0.itb_walker_cache.blockedCycles::no_mshrs            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.itb_walker_cache.blockedCauses::no_mshrs            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.itb_walker_cache.avgBlocked::no_mshrs          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.avgBlocked::no_targets          nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.itb_walker_cache.replacements            0                       # number of replacements (Count)
system.cpu0.itb_walker_cache.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.itb_walker_cache.tags.tagsInUse            0                       # Average ticks per tags in use ((Tick/Count))
system.cpu0.itb_walker_cache.tags.totalRefs            0                       # Total number of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.sampledRefs            0                       # Sample count of references to valid blocks. (Count)
system.cpu0.itb_walker_cache.tags.avgRefs          nan                       # Average number of references to valid blocks. ((Count/Count))
system.cpu0.itb_walker_cache.tags.warmupTick            0                       # The tick when the warmup percentage was hit. (Tick)
system.cpu0.itb_walker_cache.tags.tagAccesses            0                       # Number of tag accesses (Count)
system.cpu0.itb_walker_cache.tags.dataAccesses            0                       # Number of data accesses (Count)
system.cpu0.itb_walker_cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED  65845084998                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu0.l2.demandHits::cpu0.inst              258                       # number of demand (read+write) hits (Count)
system.cpu0.l2.demandHits::cpu0.data          1290699                       # number of demand (read+write) hits (Count)
system.cpu0.l2.demandHits::total              1290957                       # number of demand (read+write) hits (Count)
system.cpu0.l2.overallHits::cpu0.inst             258                       # number of overall hits (Count)
system.cpu0.l2.overallHits::cpu0.data         1290699                       # number of overall hits (Count)
system.cpu0.l2.overallHits::total             1290957                       # number of overall hits (Count)
system.cpu0.l2.demandMisses::cpu0.inst           2317                       # number of demand (read+write) misses (Count)
system.cpu0.l2.demandMisses::cpu0.data         436978                       # number of demand (read+write) misses (Count)
system.cpu0.l2.demandMisses::total             439295                       # number of demand (read+write) misses (Count)
system.cpu0.l2.overallMisses::cpu0.inst          2317                       # number of overall misses (Count)
system.cpu0.l2.overallMisses::cpu0.data        436978                       # number of overall misses (Count)
system.cpu0.l2.overallMisses::total            439295                       # number of overall misses (Count)
system.cpu0.l2.demandMissLatency::cpu0.inst    216464451                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2.demandMissLatency::cpu0.data  35264543538                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2.demandMissLatency::total   35481007989                       # number of demand (read+write) miss ticks (Tick)
system.cpu0.l2.overallMissLatency::cpu0.inst    216464451                       # number of overall miss ticks (Tick)
system.cpu0.l2.overallMissLatency::cpu0.data  35264543538                       # number of overall miss ticks (Tick)
system.cpu0.l2.overallMissLatency::total  35481007989                       # number of overall miss ticks (Tick)
system.cpu0.l2.demandAccesses::cpu0.inst         2575                       # number of demand (read+write) accesses (Count)
system.cpu0.l2.demandAccesses::cpu0.data      1727677                       # number of demand (read+write) accesses (Count)
system.cpu0.l2.demandAccesses::total          1730252                       # number of demand (read+write) accesses (Count)
system.cpu0.l2.overallAccesses::cpu0.inst         2575                       # number of overall (read+write) accesses (Count)
system.cpu0.l2.overallAccesses::cpu0.data      1727677                       # number of overall (read+write) accesses (Count)
system.cpu0.l2.overallAccesses::total         1730252                       # number of overall (read+write) accesses (Count)
system.cpu0.l2.demandMissRate::cpu0.inst     0.899806                       # miss rate for demand accesses (Ratio)
system.cpu0.l2.demandMissRate::cpu0.data     0.252928                       # miss rate for demand accesses (Ratio)
system.cpu0.l2.demandMissRate::total         0.253891                       # miss rate for demand accesses (Ratio)
system.cpu0.l2.overallMissRate::cpu0.inst     0.899806                       # miss rate for overall accesses (Ratio)
system.cpu0.l2.overallMissRate::cpu0.data     0.252928                       # miss rate for overall accesses (Ratio)
system.cpu0.l2.overallMissRate::total        0.253891                       # miss rate for overall accesses (Ratio)
system.cpu0.l2.demandAvgMissLatency::cpu0.inst 93424.450151                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2.demandAvgMissLatency::cpu0.data 80700.958716                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2.demandAvgMissLatency::total 80768.066991                       # average overall miss latency in ticks ((Tick/Count))
system.cpu0.l2.overallAvgMissLatency::cpu0.inst 93424.450151                       # average overall miss latency ((Tick/Count))
system.cpu0.l2.overallAvgMissLatency::cpu0.data 80700.958716                       # average overall miss latency ((Tick/Count))
system.cpu0.l2.overallAvgMissLatency::total 80768.066991                       # average overall miss latency ((Tick/Count))
system.cpu0.l2.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.cpu0.l2.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.cpu0.l2.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.cpu0.l2.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.cpu0.l2.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.l2.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.cpu0.l2.writebacks::writebacks          311502                       # number of writebacks (Count)
system.cpu0.l2.writebacks::total               311502                       # number of writebacks (Count)
system.cpu0.l2.demandMshrMisses::cpu0.inst         2317                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2.demandMshrMisses::cpu0.data       436978                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2.demandMshrMisses::total         439295                       # number of demand (read+write) MSHR misses (Count)
system.cpu0.l2.overallMshrMisses::cpu0.inst         2317                       # number of overall MSHR misses (Count)
system.cpu0.l2.overallMshrMisses::cpu0.data       436978                       # number of overall MSHR misses (Count)
system.cpu0.l2.overallMshrMisses::total        439295                       # number of overall MSHR misses (Count)
system.cpu0.l2.demandMshrMissLatency::cpu0.inst    199921071                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2.demandMshrMissLatency::cpu0.data  32144506338                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2.demandMshrMissLatency::total  32344427409                       # number of demand (read+write) MSHR miss ticks (Tick)
system.cpu0.l2.overallMshrMissLatency::cpu0.inst    199921071                       # number of overall MSHR miss ticks (Tick)
system.cpu0.l2.overallMshrMissLatency::cpu0.data  32144506338                       # number of overall MSHR miss ticks (Tick)
system.cpu0.l2.overallMshrMissLatency::total  32344427409                       # number of overall MSHR miss ticks (Tick)
system.cpu0.l2.demandMshrMissRate::cpu0.inst     0.899806                       # mshr miss ratio for demand accesses (Ratio)
